,score,source,citation
642,0.0,abc-news-au,"""how can you sleep when the world is burning?"""
643,-47.79,abc-news-au,"""I heard barely a mention of [climate change] all week in Canberra. It was more important for my colleagues to spend four days hurling abuse at each other,"""
644,-22.63,abc-news-au,"""I'm worried for my future and I want to try and make a change as quickly as possible because we're running out of time and I'm scared,"""
645,17.42,abc-news-au,"""My passion is not politics, but I'm prepared to get involved in something I don't like if that means something is going to happen,"""
646,0.0,abc-news-au,"""If they're not going to listen to us then we're going to go into Parliament House ourselves."""
647,-62.49,abc-news-au,"""currently sweeping our nation are undoubtedly influenced by the climate crisis"""
648,-32.91,abc-news-au,"""We're doing this protest today as a solidarity sit down to show how much we care about those that are affected by the bushfires that are wreaking havoc across our country,"""
649,0.0,abc-news-au,"""This has been noted from firefighters to Indigenous leaders to scientists for years and it's time our policymakers and politicians both on a state, local and federal level give them a voice and listen to them,"""
650,-2.58,abc-news-au,"""no new coal, oil and gas projects including Adani's mega coal mine … 100 per cent renewable energy by 2030 and funding for a just transition and for jobs in the fossil fuel community and workers"""
651,63.69,abc-news-au,"""Specific to today's solidarity sit down we are also asking for increasing support for Indigenous land management and increasing support for the rural fire service,"""
652,-22.63,abc-news-au,"""One would argue Dan Andrews obviously and the Victorian Government are definitely paving the way for the climate crisis movement to able to keep the climate in a safe space,"""
653,67.7,abc-news-au,"""We need to be doing everything in our power, not just on a state level but on a national level to make this better for the generations of the future."""
654,34.0,abc-news-au,"""what we value"""
655,0.0,abc-news-au,"""supercharged"""
656,0.0,abc-news-au,"""every year"""
657,0.0,abc-news-au,"""We are the lived experiences of the direct effect of climate change. This is our lives."""
658,-10.27,abc-news-au,"""How dare you pretend to know about anything about how we feel or how our community should react."""
659,-34.0,abc-news-au,"""I was in a house on fire when I was eight years old,"""
660,30.89,abc-news-au,"""This is not the problem of future generations. This is my past, this is my present. This is our future."""
661,15.31,abc-news-au,"""We want to see action and we want to see it now, that's our demand,"""
662,0.0,abc-news-au,"""Don't send thoughts and prayers; send climate action."""
663,0.0,abc-news-au,"""Everything we do is small. What Australia can do is so much more,"""
664,-5.72,abc-news-au,"""Customers don't want to come to a burnt-out landscape,"""
665,55.74,abc-news-au,"""We can't deliver on the brand promise of the Scenic Rim, on the brand promise of the Gondwana Rainforests of Australia, if it's not there."""
666,27.32,abc-news-au,"""a just transition and job creation for all fossil fuel industry workers and communities"""
667,-27.16,abc-news-au,"""a very strange year"""
668,0.0,abc-news-au,"""aroused the world"""
669,-40.19,abc-news-au,"""no-one took a blind bit of notice"""
670,0.0,abc-news-au,"""read up"""
671,0.0,abc-news-au,"""We climate activists are being listened to — but that doesn't mean that what we are saying is translated into action,"""
672,0.0,abc-news-au,"""It needs to be a big shift, and that's what we are waiting for — this tipping point,"""
673,-31.82,abc-news-au,"""It needs a real electric shock — such as you have produced socially — to bring them to their senses, and let's hope that shock will go on,"""
674,0.0,abc-news-au,"""dances around"""
675,49.39,abc-news-au,"""laughs a lot"""
676,75.06,abc-news-au,"""I didn't do it to save the climate, I did it to save my child,"""
677,81.0,abc-news-au,"""We, and they, must do everything they can to make sure that it doesn't fail and that we succeed in bringing the science into the conversation,"""
678,-42.01,abc-news-au,"""so ridiculous"""
679,0.0,abc-news-au,"""chill"""
680,0.0,abc-news-au,"""brat"""
681,-42.01,abc-news-au,"""so ridiculous"""
682,-22.25,abc-news-au,"""Greta must work on her Anger Management problem, then go to a good old-fashioned movie with a friend! Chill Greta, Chill!"""
683,-55.74,abc-news-au,"""A teenager working on her anger management problem. Currently chilling and watching a good old-fashioned movie with a friend."""
684,0.0,abc-news-au,"""I have Aspergers and that means I'm sometimes a bit different from the norm,"""
685,0.0,abc-news-au,"""And — given the right circumstances — being different is a superpower."""
686,0.0,abc-news-au,"""How dare you?"""
687,93.22,abc-news-au,"""very happy young girl looking forward to a bright and wonderful future. So nice to see!"""
688,89.08,abc-news-au,"""A very happy young girl looking forward to a bright and wonderful future."""
689,-55.74,abc-news-au,"""Greta said that the Indians died because they were defending the Amazon,"""
690,80.2,abc-news-au,"""It's impressive that the press is giving space to a brat like that,"""
691,0.0,abc-news-au,"""pirralha."""
692,0.0,abc-news-au,"""Pirralha."""
693,0.0,abc-news-au,"""loopholes"""
694,-15.31,abc-news-au,"""falling apart"""
695,20.23,abc-news-au,"""The science is clear, but the science is being ignored,"""
696,36.12,abc-news-au,"""carryover credits"""
697,36.12,abc-news-au,"""carry-over credits"""
698,0.0,abc-news-au,"""loophole"""
699,36.26,abc-news-au,"""Some of the positions are totally unacceptable because they are inconsistent with the commitment and the spirit that we were able to agree upon [in Paris in 2015],"""
700,0.0,abc-news-au,"""rulebook for Paris"""
701,0.0,abc-news-au,"""ambitious"""
702,0.0,abc-news-au,"""communicate"""
703,0.0,abc-news-au,"""ratchet"""
704,0.0,abc-news-au,"""never"""
705,0.0,abc-news-au,"""total disconnect"""
706,31.82,abc-news-au,"""[That is] between what the science requires and what the climate negotiations are delivering in terms of meaningful action."""
707,-59.99,abc-news-au,"""Despite clear and dire warnings from scientists, record levels of protests and unprecedented climate impacts, the conference fell victim to the base positions of a handful of major polluting countries, Australia included."""
708,0.0,abc-news-au,"""Traveling on overcrowded trains through Germany. And I'm finally on my way home!"""
709,82.21,abc-news-au,"""Dear #Greta, thank you for supporting us railroad workers in the fight against climate change! We were pleased that you were on the ICE 74 with us on Saturday. And with 100 per cent green electricity,"""
710,72.69,abc-news-au,"""It would have been even nicer if you also reported how friendly and competently you were looked after by our team at your seat in first class."""
711,-15.11,abc-news-au,"""This is no problem of course and I never said it was. Overcrowded trains is a great sign because it means the demand for train travel is high!"""
712,-62.49,abc-news-au,"""inciting violence"""
713,0.0,abc-news-au,"""against the wall"""
714,44.97,abc-news-au,"""World leaders are still trying to run away from their responsibilities, but we have to make sure that they cannot do that,"""
715,59.94,abc-news-au,"""We will make sure that we put them against the wall and that they will have to do their job and to protect our futures."""
716,-34.0,abc-news-au,"""I said we must hold our leaders accountable and unfortunately said 'put them against the wall'. That's Swenglish: 'att ställa någon mot väggen' (to put someone against the wall) means to hold someone accountable,"""
717,-30.71,abc-news-au,"""I cannot enough express the fact that I — as well as the entire school strike movement — are against any possible form of violence. It goes without saying, but I say it anyway."""
718,-54.23,abc-news-au,"""Greta must work on her anger management problem, then go to a good old fashioned movie with a friend,"""
719,-55.74,abc-news-au,"""a teenager working on her anger management problem. Currently chilling and watching a good old fashioned movie with a friend."""
720,-25.0,abc-news-au,"""There's so much single-use plastic in this canal alone, imagine how much there is in the ocean,"""
721,-45.76,abc-news-au,"""It's extremely shocking because if you think about it, this is just not even 1 per cent of what we're seeing in the oceans today."""
722,-27.32,abc-news-au,"""I've been working with the Ministry of Natural Resources and 43 major companies that are trying to reduce and ban single-use plastic bags in their stores by next year,"""
723,0.0,abc-news-au,"""We're trying to push it even more for every company and every shop in Thailand to not use any single-use plastics at all."""
724,0.0,abc-news-au,"""Or they try not to talk to me as much and there is some resistance as well."""
725,0.0,abc-news-au,"""We really need to act now because of how big this issue is really becoming,"""
726,-16.9,abc-news-au,"""They always tell me that I can't do it, or this is such a big problem that I shouldn't be worrying about it and that I shouldn't be the one telling these big companies and the government to stop."""
727,-27.32,abc-news-au,"""She really teaches us that we can make a difference, no matter how small we are."""
728,-42.15,abc-news-au,"""A representative of Thailand told us that the latest figure is that there are 2 million tonnes of plastic waste every year, that's municipal plastic waste,"""
729,0.0,abc-news-au,"""And of that 2 million tonnes, only a quarter is properly re-used and recycled and the rest is ending up in the sea."""
730,-29.6,abc-news-au,"""I think no country has a choice, all of the countries should take very drastic measures."""
731,-12.8,abc-news-au,"""At one point we were thinking it's only bad for diversity and the natural environment, but now all of this plastic goes back to the people — it goes to the food stream, and we are eating it,"""
732,0.0,abc-news-au,"""So we are eating microplastics every day when we eat food."""
733,31.82,abc-news-au,"""I think that Lilly and all the youth that are involved in the environment and climate movement are bringing a fresh breath to the environmental movement because some feel a little different when a 12-year-old highlights a problem."""
734,-36.12,abc-news-au,"""It is difficult to have a cloth bag (with us) unless we plan before we buy things,"""
735,44.66,abc-news-au,"""I think it is OK because reducing plastic use is also reducing world pollution."""
736,42.15,abc-news-au,"""I think the opportunity is there, it's a very big change so we'll see how it rolls out through the year,"""
737,20.23,abc-news-au,"""All of our products are still handmade, so we'll have to see how we go with the sales and huge demand next year."""
738,-10.27,abc-news-au,"""[They'd] maybe give a second thought to reducing their purchasing of the goods or reducing the quantities so they don't have to carry too much or pay for a second bag to carry their shopping."""
739,0.0,abc-news-au,"""It's going to be a big change next year, for the whole country."""
740,0.0,abc-news-au,"""bumpy"""
741,0.0,abc-news-au,"""pre-existing condition"""
742,0.0,abc-news-au,"""The path, of course, is not always smooth, and may at times this year have felt quite bumpy, but small steps can make a world of difference,"""
743,0.0,abc-news-au,"""pre-existing condition"""
744,65.97,abc-news-au,"""Since the end of the Second World War, many charities, groups and organisations have worked to promote peace and unity around the world bringing together those who have been on opposing sides,"""
745,95.74,abc-news-au,"""By being willing to put past differences behind us and move forward together, we honour the freedom and democracy once won for us at so great a cost."""
746,7.72,abc-news-au,"""The challenges many people face today may be different to those once faced by my generation,"""
747,-25.0,abc-news-au,"""But I have been struck by how new generations have brought a similar sense of purpose to issues such as protecting our environment and our climate."""
748,0.0,abc-news-au,"""It made my day,"""
749,0.0,abc-news-au,"""I've never seen the Royal family, ever."""
750,0.0,abc-news-au,"""bumpy"""
751,96.18,abc-news-au,"""Two hundred years on from the birth of my great, great grandmother, Queen Victoria, Prince Philip and I have been delighted to welcome our eighth great grandchild into our family,"""
752,-60.07,al-jazeera-english,"""to lead to something concrete, an increase in awareness, and for people in power to grasp the urgency of the climate crisis - because right now it doesn't seem like they are"""
753,0.0,al-jazeera-english,"""Casa Encendida"""
754,-34.0,al-jazeera-english,"""our house being on fire"""
755,36.12,al-jazeera-english,"""someone like me is a small part of a very big movement, we need more climate activists, we don't need to listen to me before anyone else."""
756,90.61,al-jazeera-english,"""it is very important we include environmental justice when we speak of social justice - climate justice is the base."""
757,0.0,al-jazeera-english,"""Some people are afraid of change and change is what we young people are bringing - and that is why they are trying to silence us."""
758,-36.12,al-jazeera-english,"""To those who are not here - we cannot afford any more days going by without real action being taken. We should not look past it and ignore things."""
759,-12.8,al-jazeera-english,"""We would love some action from the people in power; people are dying and suffering because of the ecological and climate emergency and we cannot wait any longer."""
760,0.0,al-jazeera-english,"""The world has woken up to the climate emergency."""
761,-54.23,al-jazeera-english,"""Climate Change Kills"""
762,0.0,al-jazeera-english,"""Tomorrow Will Be Too Late"""
763,-38.18,al-jazeera-english,"""We Fight For Life"""
764,0.0,al-jazeera-english,"""It's time the politicians act and tell the truth,"""
765,0.0,al-jazeera-english,"""We're doing this for our grandchildren,"""
766,58.59,al-jazeera-english,"""It's an important subject and I want to support it,"""
767,58.59,al-jazeera-english,"""And Greta is doing an amazing job."""
768,0.0,al-jazeera-english,"""Skolstrejk for Klimatet"""
769,0.0,al-jazeera-english,"""We have raised public awareness and that's a big step in the right direction. But it's nowhere near enough,"""
770,29.6,al-jazeera-english,"""CO2 emissions are increasing, not decreasing. So, of course, there is no victory, the only thing we want to see is real action. We have achieved a lot but if you look at it from a certain point of view we have achieved nothing."""
771,0.0,al-jazeera-english,"""very impassioned"""
772,0.0,al-jazeera-english,"""She's very direct and she represents the youth of the world as that figurehead,"""
773,23.99,al-jazeera-english,"""It's sorely needed. For years, younger people have felt their voice hasn't been heard, and they need somebody who's willing to do that. There were a swarm of people around her when she visited COP this morning - she's only 16, and that's really intimidating for someone her age. But she's been so bold and brave about delivering her message it's hard not to be motivated to follow her."""
774,-12.8,al-jazeera-english,"""I already saw Greta when she came to Rome for the second global strike in May last year, and I heard her talking there,"""
775,-88.47,al-jazeera-english,"""I knew about environment questions before Fridays for Future, but she's made a lot of young kids realise how bad the problem is. In my own country, Venice has been seriously flooded five times, more than in the past 100 years."""
776,0.0,al-jazeera-english,"""They have to work together."""
777,9.36,al-jazeera-english,"""By being in the streets we are giving the politicians in COP sitting behind their police lines the message that they need to do something and we are not going to play along with them any more."""
778,0.0,al-jazeera-english,"""My message is that we will be watching you. This is all wrong,"""
779,0.0,al-jazeera-english,"""I shouldn't be up here. I should be back in school on the other side of the ocean,"""
780,17.79,al-jazeera-english,"""You have come to us young people for hope. How dare you? You have stolen my childhood with empty words. Yet, I'm one of the lucky ones."""
781,0.0,al-jazeera-english,"""I know you're trying,"""
782,11.39,al-jazeera-english,"""but just not hard enough. Sorry."""
783,-36.12,al-jazeera-english,"""To those who are not here - we cannot afford any more days going by without real action being taken. We should not look past it and ignore things,"""
784,0.0,al-jazeera-english,"""Fridays for Future"""
785,50.95,al-jazeera-english,"""very grateful"""
786,62.4,al-jazeera-english,"""very honored"""
787,0.0,al-jazeera-english,"""It should be everyone in the Fridays for Future movement because what we have done, we have done together."""
788,42.15,al-jazeera-english,"""powerful things"""
789,0.0,al-jazeera-english,"""doesn't believe in the 'win-win'"""
790,29.6,al-jazeera-english,"""She is telling us that real change is costly, real change requires giving things up, the loss of power and privilege, new systems, new ways of life,"""
791,0.0,al-jazeera-english,"""all the youth climate activists making change in communities across the world"""
792,0.0,al-jazeera-english,"""ambassador of conscience"""
793,49.39,al-jazeera-english,"""never ceased to be amazed"""
794,15.31,al-jazeera-english,"""relentless demonstration of youth-run activism"""
795,68.08,al-jazeera-english,"""grateful for all she's done to raise awareness of the climate crisis and her willingness to tell hard, motivating truths"""
796,-72.69,al-jazeera-english,"""Our government's inaction on the climate crisis has supercharged bushfires,"""
797,63.69,al-jazeera-english,"""Everyone's needed. Everyone's welcome. Join us,"""
798,-36.12,al-jazeera-english,"""climate strikes"""
799,0.0,al-jazeera-english,"""We need to keep taking to the streets, we need to defend Paris,"""
800,49.39,al-jazeera-english,"""Save our planet"""
801,0.0,al-jazeera-english,"""Plastics plague our oceans"""
802,0.0,al-jazeera-english,"""Poland without coal 2030"""
803,42.15,al-jazeera-english,"""were hoping to bring the message to the shoppers, before heading towards the Parliament Square."""
804,-22.97,al-jazeera-english,"""The most important message for us is that the climate crisis is more important than any other issue that's currently being discussed on the political table."""
805,-24.11,al-jazeera-english,"""Not Cool"""
806,-29.6,al-jazeera-english,"""Stop Pollution Now"""
807,0.0,al-jazeera-english,"""Black Friday Reason to Grieve."""
808,-29.6,al-jazeera-english,"""There is no planet B"""
809,-55.74,al-jazeera-english,"""Stop Denying the Earth is Dying"""
810,44.97,al-jazeera-english,"""We're not touring this album. We're taking time over the next year or two to work out how our tour (can not only) be sustainable but how can it be actively beneficial,"""
811,-5.16,al-jazeera-english,"""Our dream is to have a show with no single-use plastic, to have it be largely solar-powered."""
812,0.0,al-jazeera-english,"""This is expected to be the band's only UK show of the 'Everyday Life' era,"""
813,63.69,al-jazeera-english,"""All of us, in every industry, have to just work out what the best way of doing our job is ... The hardest thing is the flying side of things,"""
814,73.51,al-jazeera-english,"""It is fantastic to see world-famous artists stepping up to protect the planet,"""
815,-72.69,al-jazeera-english,"""We all have a responsibility to lead by example in the face of this climate and nature crisis - inaction is not an option if we are to preserve our planet for future generations."""
816,-29.6,al-jazeera-english,"""By the end of the coming decade we will be on one of two paths, one of which is sleepwalking past the point of no return,"""
817,7.72,al-jazeera-english,"""Do we want to be remembered as the generation that buried its head in the sand and fiddled as the planet burned?"""
818,0.0,al-jazeera-english,"""There are calls from young people to do more, much more. They know we need to get on the right path today, not tomorrow, and COP25 offers us an opportunity."""
819,0.0,al-jazeera-english,"""still waiting for transformative movement from most G20 nations"""
820,-86.58,al-jazeera-english,"""The failure to do so will result in the opposite of this, the world will suffer from shredded assets, the financial sector will have greater uncertainty and the environment will suffer from an increased loss of diversity."""
821,-38.18,al-jazeera-english,"""if we stay on our current path, [we] threaten our existence on this planet."""
822,0.0,al-jazeera-english,"""is Chile’s conference"""
823,0.0,al-jazeera-english,"""given it was Europe that started the Industrial Revolution, Europe has to lead decarbonisation of the planet"""
824,59.94,al-jazeera-english,"""Green Pact which unites innovation, digitalisation and fair employment"""
825,54.23,al-jazeera-english,"""no country however powerful can be protected from the consequences of climate change"""
826,53.96,al-jazeera-english,"""Article 6 [of the Paris agreement] was the outstanding issue not resolved at Katowice"""
827,0.0,al-jazeera-english,"""and to put a price on carbon is vital,"""
828,-76.5,al-jazeera-english,"""Failure risks fragmenting carbon markets…there is no time to spare."""
829,-38.18,al-jazeera-english,"""climate emergency"""
830,0.0,al-jazeera-english,"""The confirmation that we've exceeded the records for CO2 levels in the atmosphere indicates that the measures governments are currently taking are not sufficient,"""
831,65.9,al-jazeera-english,"""One key question is probably changing those measures. There's another big issue with the United States, which is pulling out of the 2015 Paris climate change agreement altogether... [It] is a big problem as the US is one of the most important producers of CO2."""
832,59.94,al-jazeera-english,"""Article 6 of the 2015 Paris climate agreement is the most important and most controversial question that needs to be resolved in COP 25,"""
833,27.32,al-jazeera-english,"""Last year, in COP24, they completed a kind of rulebook in which each country had to include its pledges on renewable energy and reduction of greenhouse gases,"""
834,0.0,al-jazeera-english,"""But very different points of view still exist on carbon 'markets'"""
835,40.19,al-jazeera-english,"""while the Clean Development Mechanisms [CDMs]"""
836,-49.27,al-jazeera-english,"""remain even more problematic"""
837,-37.16,al-jazeera-english,"""It's these communities that are best adapted to climate change, who conserve biodiversity, but who are suffering the effects, on their land, of such mechanisms,"""
838,-38.18,al-jazeera-english,"""Last-minute obstacles have been the norm at several previous COPs,"""
839,0.0,al-jazeera-english,"""It would be unusual if this one was any different."""
840,0.0,al-jazeera-english,"""no matter how much energy they themselves use"""
841,-10.27,al-jazeera-english,"""They put climate change onto the media's agenda, they push governments to take measures, and they act as a loudspeaker to warn us about what's happening."""
842,0.0,al-jazeera-english,"""Living, eating, breathing in Europe for us means three times or four times the cost of going somewhere in Latin America,"""
843,0.0,al-jazeera-english,"""So I just decided not to think about it."""
844,0.0,al-jazeera-english,"""Climate change is going to be less on the agenda than if the COP was in Chile."""
845,59.94,al-jazeera-english,"""It's always a place where you find people all around the world that share your same values. [The] impact on a personal level cannot be measured in money."""
846,20.23,al-jazeera-english,"""Decisions that are important to us as Latin Americans will be taken by people that do not represent us, don't know our reality, don't know how we speak, how we perceive, what we believe, where we come from,"""
847,20.23,al-jazeera-english,"""If we try to design policies that need to be implemented globally, we need to have significant [numbers of] representatives from every continent."""
848,-49.27,al-jazeera-english,"""We got really scared that we couldn't raise funds to go to Madrid,"""
849,0.0,al-jazeera-english,"""We didn't work at all. We didn't study a lot of things that we should study,"""
850,-37.74,al-jazeera-english,"""So this loss I think is the biggest."""
851,0.0,al-jazeera-english,"""gatos"""
852,-25.0,al-jazeera-english,"""The problems here ask for solutions from here,"""
853,-12.71,al-jazeera-english,"""We were happy the COP was going to happen in Santiago because the number [of Latin American attendees] would be very high. But right now we have this problem. So probably the number will be really really low again."""
854,20.23,al-jazeera-english,"""The last-minute decision to move COP25 to Madrid meant that the groups we really need to hear from, especially indigenous leaders and those working on the front lines, spent the last month scrambling to raise funds instead of focusing on their important climate work."""
855,0.0,al-jazeera-english,"""If you listen to the difference between what these children are saying on the streets and what's on the table at UN negotiations - there is a wide chasm of ambition and, frankly, compassion."""
856,0.0,al-jazeera-english,"""a complete affront"""
857,0.0,al-jazeera-english,"""ridiculous"""
858,74.3,al-jazeera-english,"""In the 16 months since (her protests began), she has addressed heads of state at the UN, met with the Pope, sparred with the president of the United States and inspired four million people to join the global climate strike,"""
859,-58.48,al-jazeera-english,"""Greta must work on her Anger Management Problem, then go to a good old fashioned movie with a friend!"""
860,0.0,al-jazeera-english,"""Chill, Greta, Chill!"""
861,-55.74,al-jazeera-english,"""A teenager working on her anger management problem. Currently chilling and watching a good old fashioned movie with a friend."""
862,0.0,al-jazeera-english,"""I have Aspergers and that means I'm sometimes a bit different from the norm,"""
863,0.0,al-jazeera-english,"""And - given the right circumstances - being different is a superpower."""
864,59.94,al-jazeera-english,"""16-year-old Greta Thunberg outclasses and outsmarts trump, whose only 'strength' is the immature insult. Plus, she has a better sense of humor than he does. Pretty obvious that the right person won,"""
865,0.0,al-jazeera-english,"""strength"""
866,-95.06,al-jazeera-english,"""Greta must work on her anger management problem? Are you serious? I can't believe Trump is this petty, dumb, and blackhearted to bully a 16-year-old kid out of pure jealousy that she made the cover of Time Magazine for Person of the Year over him. Trump needs to deal with it,"""
867,0.0,al-jazeera-english,"""If Greta chills, the planet is going to get hotter. If Trump chills, this plant just might be saved,"""
868,-25.0,al-jazeera-english,"""ruining Germany"""
869,94.75,al-jazeera-english,"""She seems like a very happy young girl looking forward to a bright and wonderful future. So nice to see!"""
870,2.58,al-jazeera-english,"""understand why grown-ups would choose to mock children and teenagers for just communicating and acting on the science when they could do something good instead"""
871,14.77,al-jazeera-english,"""We've become too loud for people to handle, so people want to silence us."""
872,-55.74,al-jazeera-english,"""Greta said that the Indians died because they were defending the Amazon,"""
873,80.2,al-jazeera-english,"""It's impressive that the press is giving space to a brat like that,"""
874,0.0,al-jazeera-english,"""pirralha."""
875,0.0,al-jazeera-english,"""Pirralha"""
876,47.67,al-jazeera-english,"""Generally you can see that countries take the [landmark] Paris Agreement seriously, and a big number of countries want to move forward,"""
877,27.32,al-jazeera-english,"""the US, Australia and Brazil, where the business model is strongly connected with the fossil [fuel] industries"""
878,0.0,al-jazeera-english,"""very visible"""
879,0.0,al-jazeera-english,"""in the international forum, but also on a national level"""
880,58.59,al-jazeera-english,"""Countries like Switzerland have announced here - and the EU - that they will implement their own rules to deal with the international market mechanisms in a responsible way."""
881,0.0,al-jazeera-english,"""small print"""
882,-38.18,al-jazeera-english,"""The world has woken up to the climate emergency"""
883,0.0,al-jazeera-english,"""Young people have demonstrated before at COPs but this last year the Fridays for Future movement has been even more of a driver,"""
884,0.0,al-jazeera-english,"""sellout"""
885,-70.03,al-jazeera-english,"""What you're seeing right now is our collective expression of disappointment and disagreement with the wholesale sellout that these negotiations are bringing to people on the planet,"""
886,0.0,al-jazeera-english,"""Two weeks of negotiations but what do we have?"""
887,-42.15,al-jazeera-english,"""but also to try put pressure on governments so people in there can make some changes"""
888,38.18,al-jazeera-english,"""far stronger than the text we saw a few days before"""
889,34.0,al-jazeera-english,"""But the value of this signal can only be judged at the end of next year"""
890,31.82,al-jazeera-english,"""when we see how many of the G-20 countries are willing to increase their ambition of their NDCs"""
891,0.0,al-jazeera-english,"""progressive"""
892,0.0,al-jazeera-english,"""young cosmopolitans"""
893,0.0,al-jazeera-english,"""Remain"""
894,0.0,al-jazeera-english,"""cosmopolitan"""
895,0.0,al-jazeera-english,"""youthquake"""
896,0.0,al-jazeera-english,"""cosmopolitan"""
